FileName,Alpha,CharRuleCount,MCBRuleCount,CharConditionCount,MCBConditionCount
"iris-35","1","25","22","613","596"
"iris-35","0.9","22","22","511","596"
"iris-35","0.8","22","22","511","596"
"iris-35","0.7","23","22","528","596"
"iris-35","0.6","26","22","567","596"
"iris-35","0.5","28","22","580","596"
"iris-35","0.4","27","22","578","596"
"iris-35","0.3","31","22","690","596"
"iris-35","0.2","31","22","603","596"
"iris-35","0.1","31","22","614","596"
"iris-35","0","12","12","12","12"
