FileName,Alpha,CharRuleCount,MCBRuleCount,CharConditionCount,MCBConditionCount
lymphography-35,1,22,26,209,267
lymphography-35,0.9,23,26,220,267
lymphography-35,0.8,19,26,177,267
lymphography-35,0.7,20,26,163,267
lymphography-35,0.6,21,24,174,236
lymphography-35,0.5,21,29,187,291
lymphography-35,0.4,21,29,176,223
lymphography-35,0.3,20,28,152,197
lymphography-35,0.2,20,28,148,148
lymphography-35,0.1,20,28,148,148
lymphography-35,0,20,28,148,148
