FileName,Alpha,CharRuleCount,MCBRuleCount,CharConditionCount,MCBConditionCount
"wine-35","1","6","21","45","200"
"wine-35","0.9","13","21","92","200"
"wine-35","0.8","19","18","140","163"
"wine-35","0.7","19","18","141","163"
"wine-35","0.6","19","20","133","172"
"wine-35","0.5","16","16","93","130"
"wine-35","0.4","19","15","118","114"
"wine-35","0.3","20","19","123","152"
"wine-35","0.2","16","21","85","170"
"wine-35","0.1","16","17","91","133"
"wine-35","0","16","17","91","133"
